,userName,score,at,content
1379,Dwison Toga,5,2020-12-16 08:47:02,Work smoothly on my Samsung mobile phone. No problem at all.
1380,MUHAMMAD TAUFIK,4,2020-12-13 11:06:46,Versi sebelumnya kamera bardi ptz bisa di stream ke google hub dan chromecast... sekarang kok tidak bisa lagi?
1381,Raditya Rachman,5,2020-12-12 06:31:10,Makasih.. fast respon atas keluhan saya. Saya kasih bintang 5
1382,Azzam Mutawakkil Mahfuzh,1,2020-12-12 05:12:10,Jd g bisa connect
1383,Nova,1,2020-12-11 01:31:20,Condition location change arrive or leave di create smart tidak fungsi samsek. Cuma fungsi perubahan suhu & sunset/sunrise saja yg works.
1384,nazmi rasyidin,1,2020-12-10 12:13:43,"Anggota keluarga saya yang menggunakan telepon cerdas asus max pro m2 tidak bisa memggunakan aplikasi ini, dalam artian dia bisa join masuk ke fitur keluarga, namun ketika tombol dalam aplikasi ini ditekan lampu tidak hidup ataupun mati"
1385,Assa kesthy rohana,5,2020-12-08 23:09:30,This is the great product but olease to decrease your size app. 50 MB were too much space
1386,Adrian Dosiwoda,2,2020-12-07 18:36:10,"Today the apps suddenly didn't work. Tried to uninstall and install again, when login it said 'Network Error"". Disappointing."
1387,Wi Wicaksono,3,2020-12-05 14:08:27,Kadang cctvnya lama load bahkan tiba tiba offline padahal kabel tidak dicabut dan wifi stabil. Sudah mencoba untuk mereset dll tetap masih kendala yang sama. Semoga kedepan bisa lebih diperhatikan. Thanks
1388,Pandu Damay Putra,1,2020-12-02 02:42:15,"I can't find LED STRIP RGB on my apps. I already buy an adaptor and led strip, but I cant find the option to access my led strip on the apps. Please answer"
1389,Raditya Reza,3,2020-12-01 11:38:06,"semenjak update, notifikasi deteksi gerak untuk cctv static dan automation berisik sekali macam bunyi sirine. tolong perbaiki, lebih baik yang sebelum update."
1390,Robertto Eko Pranata,2,2020-11-30 03:37:49,Cannot schedule turn off 12w bardi rgb lamp when leaving home. 'Next' button is not working
1391,Gilang Adrian,1,2020-11-28 18:51:41,"Update baru malah susah dipake appnya, mau ganti2 setting ga bisa"
1392,efrizal saja,5,2020-11-28 02:16:13,No issue now is working well .. thanks
1393,Agung Diananto,5,2020-11-27 14:36:41,"no issues for now, great job, this app is very useful to control your smart home appliances"
1394,Dhany Wibiksana,3,2020-11-27 10:17:20,"Ini sama dengan yg smartlife, fungsi cuaca tidak update,jadi jadwal otomatis tidak berjalan."
1395,Azep Ridzwan,4,2020-11-27 09:32:18,Ok
1396,Fikih AM,1,2020-11-27 02:28:31,Can't open the app since the last update
1397,isjunus,4,2020-11-27 00:58:59,Setelah update terakhir knp iconnya jadi ada banner 'test' dan nama appnya jadi test-bardi smart home ya?
1398,Nanang Iskandar,5,2020-11-26 12:22:48,good
1399,Andi Darmika,5,2020-11-26 10:31:41,"The ""TEST"" badge and text still there on the latest update. You might want to fix that."
1400,Stephan Mario Untu,5,2020-11-26 06:38:33,Easy to use.....
1401,Muhammad Rajaul Ghufran,1,2020-11-25 22:21:08,"With this new update, i can't open the app anymore. Thanks guys, perhaps build another new app instead solving the problem. Like you guys did before. Shameless."
1402,daf,2,2020-11-25 16:19:42,lot of potential but wasted
1403,Suhaemi Pasinringi,5,2020-11-24 00:31:34,Makes your life easier...
1404,Yalma Rifqiya,1,2020-11-22 16:09:14,"The device was working just fine for about 3 weeks, but it keeps detected as offline now."
1405,Bayu Purbawan,2,2020-11-21 23:43:46,The alarm to the phone stopped working. I did restart few times. And still won't worked. Please help.
1406,Aldo Gunawan,4,2020-11-20 14:13:29,Push notifikasi nya tidak muncul
1407,mochammad rida,2,2020-11-20 12:05:21,"Bintang 5 kalo udah bisa link sama samsung smartthings, biar produk bardi bisa dikendaliin dari galaxy watch. Emang produk bardi cuma lampu aja?"
1408,Edvant Debrianto,3,2020-11-19 13:24:00,"Tried bardi smart breaker and connect to app... It's connected but can't use its feature, like ""schedule"", because the application said ""app not support BLE device"""
1409,NAFI FAKHRUDDIN,3,2020-11-17 20:03:10,"Tolong kasih shortcut ke control center, untuk smart light biar bisa langsung control disitu gak perlu buka aplikasi, kalo bisa seperti itu bakalan mantap"
1410,Superb Videos,1,2020-11-16 12:02:03,"Setelah berhasil pairing kamera aplikasi malah tidak bisa diakses. Selalu saja ""Unfortunately bardi has stoped"" Aplikasi yang katanya bisa diakses dengan minimal os lolypop, tetapi diatas lolypop pun gk bisa.. Gak kompatibel dengan semua merk hp.."
1411,Ex 0,3,2020-11-15 14:43:05,"Udah terkonek tapi gak semua fitur bisa dipake, ""app not support BLE device"" jadinya kurang maksimal fungsinya, padahal mah udah pakai hp flagship android."
1412,Badrus Sholeh Salim,4,2020-11-15 07:48:01,"Uncomplete function button for remote AC, but please provide a option to make shortcut in homescreen to the prefered device."
1413,Dimas Prayoga,4,2020-11-15 05:58:19,"For phone the looks are quite good, but when i use it in tab (samsung tab s6 lite) the looks r very retarderd"
1414,Bayu Putra,4,2020-11-13 03:45:09,Produk bagus dengan harga yang masih ramah di kantong
1415,Eko Nugroho,1,2020-11-11 21:50:45,"Bardi mohon untuk diupdate lagi appnya karena saya menemukan bug dimana bardi smart lamp 9w jika router mati setelah pertama kali config setelah smart lampnya berhasil nyambung ke router kembali terbaca diaplikasinya offline, saya harus masuk ke wifi yg sama dahulu baru lampnya online kembali, mohon segera di fix."
1416,Tafly Putra Adhitya,5,2020-11-11 09:09:49,OUW MAGA THIS IS SO HANDSOME
1417,Irwan Darmawan,4,2020-11-05 10:02:22,"It's pretty good app actually. Except for the automation settings, I can't set the light's color. So, when the automation triggers, it will change the color (and brightness) of the lamp, even though I turned it on manually"
1418,Beckham Stanlie SD-5C,1,2020-11-04 09:02:05,E L E
1419,Daniel Raditya,5,2020-11-03 06:14:08,"Uda bagus mungkin ke depannya di optimalkan lagi alatnya melalui apps. Sama saran aja. Untuk apps nya ,bisa di pakai mode always on, krn tiap close app dari endtask. Bardi nya bakal ke close program juga. Lbh baik di minimize atau pakai mode always on. Soalnya kl pake mode automaton arrive atau leave. Harus kebuka apps nya. Uda bbrp kali d coba ttp harus buka apps nya br bisa jalan. Mgkn ke depanya bisa update mode always on. Ty"
1420,mau mekdi,5,2020-11-02 08:05:15,The application is easy to use with so many features. The product also have high quality 👍
1421,Halberto Sidiq,2,2020-10-30 11:30:44,"Pada aplikasi cctvnya apabila ingin menggunakan fitur playback, tidak ada tombol untuk mencepatkan durasi. Jadi apabila kita ingin melihat pada range waktu 1 jam, kita benar-benar harus melihat 1 jam. Semoga bisa di update dalam waktu dekat"
1422,Imam Mahdi,5,2020-10-29 03:02:27,unfortunetly no multi cams display
1423,Garis Gemilang,3,2020-10-28 17:00:21,"Saya beli paket security bardi, dan didalam kotaknya disuruh download smart life. Sebenernya pake aplikasi yang mana ya ? Yang smart life atau yang bardi ini sih ??"
1424,chandra muliana,2,2020-10-28 14:38:07,"Device sering tiba tiba offline. Padahal wifi nyala. Seringnya jika hp tidak menggunakan wifi yg sama, device offline. Kalau pakai wifi baru bisa online devicenya."
1425,Rudi Hotman,5,2020-10-26 08:43:23,Very good
1426,Viera Ananda,1,2020-10-25 04:08:25,Lemot bgt suka error
1427,Hendi Thamrin,5,2020-10-24 17:43:38,Oke sih.. tapi masih banyak PR banget yang harus di perbaiki..
1428,Hadi Bagus,5,2020-10-24 10:30:04,"Interface sayang user friendly, dan juga tidak pernah ada masalah, tapi kalo bisa request untuk next update yaitu enable warning saat mau matiin smart plug, karena menurut saya walapun mempermudah untuk 1 klik. Smart plug saya di gunakan abtaralain untuk melihat status Flow dan penaikan listrik, jadi one click tanpa warning ini sangat beresiko untuk saya, saya harap bisa di tambahkan untuk fitur ini 🙏🏻"
1429,Ende Enex (eNDe),4,2020-10-24 08:43:24,"Most of the feature is working as intended, except for the weather automation. This feature sometimes working, and sometimes not. Most of the times, the weather data is not accurate. When it is raining at my location (heavily at that), the app weather is showing that the current weather is partly cloudy, so the automation was not triggered. I will add the remaining 1 star if this feature is fixed."
1430,Ferry Harsono,5,2020-10-24 02:19:57,Bagus cepat gampang terkoneksi. Cuma satu hal untuk infrared nya bardi untuk ac sharp default di 18 derajat ga bisa turunin ke 16. Mohon di fixed
1431,Herman Sudjati,1,2020-10-23 06:58:20,"I tried to repaired bardi extension cord. After several times, it always failed. The device blinking lights always turned off by itself durin g paring. No problem with wifi, Another problem I am facing, everytime, the schedule time or off of the Bardi device function as scheduled, suddenly, my wifi is totally off. I had contacted my IP n they have no idea. Thank you for the mobile number."
1432,DxExtreme,5,2020-10-21 22:17:22,pretty good application for changing my lamp color
1433,Karensia O.,4,2020-10-21 20:57:24,"Setting tap to run dan automatic untuk lampunya tiba-tiba hilang sendiri. Aplikasi suka tiba-tiba error ga bisa loading page, padahal internet lancar. Tolong diperbaiki :("
1434,Ain Muharrir,5,2020-10-21 12:11:06,"Top markotop mantap suratap, punya hampir semua devices bardi. Suka banget sama fitur automation nya apalagi fitur geofencing nya yg bs bikin automation by location, otomatis on/off ketika pulang/pergi dari rumah, kepake banget. Thanks bardi Indonesia, the best smart home devices in Indonesia 🇮🇩 👍👍👍👍"
1435,Pejuang Subuh,5,2020-10-21 04:58:34,Produknya keren banget sudah gitu harganya terjangkau pokonya rekomen banget buat yg mau pake
1436,Iqbal Muhammad Iskandar,5,2020-10-18 03:44:37,"Halo Bardi. Tkasih telah memberikan pilihan yang terjangkau namun sangat bermanfaat bagi kami yang butuh automasi utk perangkat elektronik dalam rumah. Pengalaman selama ini lumayan positif. Namun, sekedar saran, pada fitur playback ip cam nya, mohon disediakan fitur yang menunjukkan highlight pada timeline rekaman (khususnya pada mode event recording) agar usernya bisa tahu menit/jam mana saja yang terekam atau jika ada pergerakan. Seperti app tetangga kan udah bisa dari dulu hehe. All d'best!"
1437,BABI MALAS,1,2020-10-17 15:18:34,"Sering offline sendiri lampunya, connect-nya lg susah. padahal wifi aman speed 200Mbps"
1438,Humam Baredwan,5,2020-10-17 06:14:42,Ok
1439,Jessica Stephanie,5,2020-10-16 13:11:23,This is really smart lamp...awsome
1440,CaDelist Liang,1,2020-10-16 10:23:48,"i cant connect to all of my device since yesterday, it says network error, but my internet connection is good"
1441,FAIZ ALDEN PRASETYO,1,2020-10-15 12:53:52,I hate this app
1442,Firda Florentina,5,2020-10-14 12:31:10,Sebulan belakang baru mencoba device dari bardi Rumah rasa nya hmm mantaps banget Lanjutkan promo nya bardi
1443,Ve,5,2020-10-14 10:55:14,Keracunan tetangga. Jd beli dan lancar semua.
1444,ugie botel,4,2020-10-13 13:04:53,Please make a button for straight opening a remote.. or remote widget seems to be nice
1445,Abrar Samnun,5,2020-10-12 14:51:38,"Easy to use.. Just have some devices: smart lamp, CCTV, and Smart IR.. The best one for me is Smart IR.. this one can change my electronics with an IR sensor become smart.. Great job Bardi Team"
1446,RONALD PRIYANTO,5,2020-10-12 14:50:29,Asli Keren Produk Bardi Gak Nyesel Beli Lama Lama Kamar Gw Jadi Tony Stark Wkwkwk
1447,KRUCIL TV,5,2020-10-12 14:34:40,"Bardi membuat rumah menjadi pintar, keren, efektif dan inovatif."
1448,Riyan Riyan,5,2020-10-12 14:25:40,Bardi lampunya emang okehhh mantapppp
1449,Res Sti,5,2020-10-12 11:22:44,Bardi membuat ringan kerjaan kita
1450,Christina Kawatu,5,2020-10-12 10:48:55,"Great Experience with Bardi Smart Home! Harga yang terjangkau dan fitur yg keren, cara menggunakan mudah dengan panduan yang jelas."
1451,Rara Casee,5,2020-10-12 10:48:26,Bardiku membuatku membaik banget
1452,Ricka Case,5,2020-10-12 10:47:09,Bardi smart home membuat hidup jadi mudah banget
1453,Rir Ska,5,2020-10-12 10:42:50,Bardi bardi bardi best
1454,Ririn Case,5,2020-10-12 10:38:41,Bardi smart home gk ad obat nih
1455,Ce Siska,5,2020-10-12 10:32:02,Membuat rumah jadi nyaman
1456,Kam Sus,5,2020-10-12 10:28:29,Membuat sangat membantu bardi
1457,Kk Setyo,5,2020-10-12 10:26:55,Bardi terbaik banget
1458,Kam Tes,5,2020-10-12 10:25:34,Ada bardi hidup jadi berwarna
1459,Tes Kam,5,2020-10-12 10:24:28,Bardi memang top terbaik
1460,Jahzeel,5,2020-10-12 10:06:33,"Produk bardi sangat futuristic, wajib punya produknya👌👌"
1461,Restu Alan Suyuti,5,2020-10-12 08:02:53,Wah keren banget aplikasinya paraah. Bikin rumahku jadi smart
1462,Abednego Silitonga,5,2020-10-12 07:50:31,Aplikasi bagus disertai dengan hardware2 pendukung yang mantap
1463,Eva Eva,5,2020-10-12 05:43:51,"Bardi, makes life easier. Best smart home app.."
1464,Nuga Restu,5,2020-10-12 03:47:26,"Produk menuju Smarthome yang sangat berkualitas. Saya baru pertama kali nyoba smart bulb dan langsung nyoba punya Bardi. Ternyaat fitur bener bener banyak dan berguna banget. Ga hanya ganti warma dan brightness, tapi kita juga bisa atur jadwal kapan lampu mati dan hidup. Mantap pokoknya!!"
1465,Aisyah Syifaa,5,2020-10-12 02:52:38,fitur ini sangat sangat sangat memuaskan!!!! sangat RECOMMENDED! WAJIB BANGET PUNYA PRODUK INIIII!!!!! i love this feature so much!
1466,Isamu Kato,5,2020-10-12 01:46:05,Pagi hari di mulai dengan bardi
1467,Bambang Supriadi,5,2020-10-12 00:41:04,Produk terbaik untuk smarthome
1468,MFadli Dwi anugrah,5,2020-10-11 23:09:39,Awall Nya nyoba beli 1 lampu teryata bagus dan mudah bisa mengatur sesuai keinginan kita dan bisa mengatur lampu dari jarak jauh mantap fitur nya juga lengkap barang kualitas bagus harga terjangkau mntp semoga tambah maju produk bardi
1469,Jansen Jansen,5,2020-10-11 16:34:07,"Bardi is the best, produk cctv nya sangat jernih dan berfungsi dengan dangat baik sekali. Top banget."
1470,Sugandi Yu,5,2020-10-11 16:30:25,Bardi is the best Produk lampu sangat bagus sekali. Tinggal bilang sudah otomatis hidup. Semoga makin berinovasi makin bagus.
1471,Ike Nur Ad,5,2020-10-11 16:19:12,"Aplikasi smarthome local pertama yang saya tau.. Cukup user friendly, bisa sedikit membantu mengatasi kemageran dalam hidup. Productnya juga patut dicoba. Gak percaya? Silahkan buktikan ! 😄 Semoga BARDI terus memberikan inovasi-inovasi yang mantaaf dan improve terus aplikasinya biar makin KECE !"
1472,benny bong,5,2020-10-11 16:08:31,"Product berkualitas harga miring. Jaman now mah bukan otak aja yang mesti smart, rumah mesti smart donk. Bardi is the best lah!"
1473,Iko Dimaz P,5,2020-10-11 14:56:09,"I love this app. I have 3 devices bardi (lights, power plug and smart breaker) I can’t wait for other smart devices to have it. I can turn on and off devices remotely. Good Job Bardi!"
1474,RayLinth Gaming,5,2020-10-11 14:49:43,"mau nyapu dan ngepel lantai tinggal suruh2 aza, dan hasilnya juga bersih. Bardi memang yg terbaik"
1475,Uci Liu,5,2020-10-11 14:47:55,Bardi smart home is really reliable.. Saya tidak perlu berlelah2 lg utk menyapu dan mengepel lantai rmh saya 👍
1476,ViperZ,5,2020-10-11 14:47:54,"gak ada lawan ini produk. selalu ngasih harga terbaik, dan banyak bener promonya"
1477,Mike Doohan,5,2020-10-11 14:44:22,"produknya sangat keren, harga juga sangat bersahabat dengan kantong"
1478,Mike Shinoda,5,2020-10-11 14:42:56,"gara2 produk bardi, mau nyalain tv tinggal perintah pakai suara aza, gk perlu gerak2 pencet2 remote lg 🤣"
1479,RayLinth,5,2020-10-11 14:41:03,rumah udah serasa markas ironman gara2 produk bardi. bikin nagih... rmh jd smart semua bs dikontrol dengan suara.
1480,RayLinth,5,2020-10-11 14:39:21,gk pernah nyesel beli produk bardi. mah pengen nambah terus.
1481,RayLinth -,5,2020-10-11 14:38:17,"gokil ini produknya, murah tp gk murahan. 👍"
1482,HanShen - (SH3N),5,2020-10-11 14:36:39,"awalnya coba2 smart bulbnya, eh malah ketagihan. Sekarang seisi rmh produk bardi."
1483,Arbie HA,5,2020-10-11 14:08:52,"Nice app. Provide excellence service, for those who want to be the next Tony Stark, i do highly recommend to use this app!"
1484,Abdil Azzury,5,2020-10-11 13:51:54,Bardi khusus kaum rebahan 👌
1485,elys yulita,5,2020-10-11 13:37:19,Produknya bagus. Pengoperasian dari aplikasi mudah sekali. Aplikasinya mudah dipakai. Langsung terkoneksi dengan mengikuti petunjuk dari Kertas Petunjuk. Ingin beli lagi untuk produk lain dirumah.
1486,Nyayu Rahma,5,2020-10-11 13:15:10,Ok punya
1487,Willy Sugianto,5,2020-10-11 12:56:50,Sangat membantu dan sangat affordable iot ny 👍
1488,Devin,5,2020-10-11 12:42:34,"Setelah me lihat"" bbrp jns produk smart home, akhirnya pilihan jatuh ke Bardi krn melihat produk nya byk & fitur nya lbh ok dibanding dgn kompetitor lain nya. Gk nyesel setlh pakai produk Bardi."
1489,Garvin,5,2020-10-11 12:38:17,"bardi smart home piliha dirumah, mulai dari cctv, colokan, lampu juga. gampang dipakai, awet juga, sangat membantu banget apalagi dikombinasikan sama google home.😂 siap menunggu inovasi produk lainnya, mana tau bisa jadi xiaomi nya indonesia dan ekspansi ke luar negri amin. 🙏😁"
1490,Nyayu Rahma,5,2020-10-11 12:36:47,Jadi rumah toni stark pake bardi smarthome
1491,Hong Soei Mei,5,2020-10-11 12:35:11,"Bagus dan murah, aplikasi nya tidak menyusahkan dan gampang di mengerti"
1492,Gabrielle Mulia,5,2020-10-11 12:29:38,"Good application, works well. easily can change my lamp color and brightness via this app.✨"
1493,Buana nusantara ekspres,5,2020-10-11 11:51:37,Kerennnn bangettt nich Bardiiii... Nanti mau beliiiii product lain lagiiii 🥰🥰🥰
1494,Kev,5,2020-10-11 11:38:06,Aplikasinya sangat intuitif plus produk-produknya sangat ekonomis dan canggih-canggih
1495,dita oktaviany,5,2020-10-11 11:32:48,"Udah beli circuit breaker, wall switch , bulb dan yg masih on the way remote IR,tp yg baru dicobain yg bulb...sumpah ...keren bgt sih ini...bisa set ambience rumah...berguna bgt buat yg sering ninggalin rumah/pulang kantor telat...seneng bgt sih ada inovasi kyk gini...ga was2 rumah gelap saat lupa nyalain lampu"
1496,Damba Asiria,5,2020-10-11 11:06:29,bardi bener2 pilihan yg smart di tengah zaman yg serba canggih ini
1497,Addin Angkasa,5,2020-10-11 10:51:10,"Lebih better ini daripada smart life atau smartthings soalnya disini appliances nya pas banget produk bardi, gak nyaru sama device merk lain jadi enak banget buat yang udah pake ekosistem nya bardi 😁"
1498,Yanti Wijaya,5,2020-10-11 10:12:53,"Bagus banget, aplikasi nya mudah dipakai, barang nya juga bagus, buat apartmen saya jadi lebih pintar"
1499,ilman nafian,5,2020-10-11 10:12:36,"Mantap buat generasi rebahan. Mau nyalain lampu, matiin TV, nyalain kipas dll bsa sambil tiduran"
1500,Thomas Wijaya,5,2020-10-11 10:02:58,"Top dah Bardi ini, aplikasi nya friendly banget, da gt banyak discount menarik, hampir 1 hum isi nya bardi semua top dah"
1501,githa hardjodipuro,5,2020-10-11 09:47:02,"Aplikasinya gampang banget dipake buat aku, produknya apalagi, selalu jempolan. Maju terus bardi. 👍"
1502,Andreas Christian,5,2020-10-11 08:50:30,"Aplikasi ini sangat berguna dan sangat bagus, bisa dipakek untuk nyalain atau matiin lampu juga sama bisa atur warna. kayak pake remot gitu jadi kalau mager bisa pake aplikasi ini."
1503,Trieepy To The Chizza,5,2020-10-11 08:45:03,"Suka bangeet, waktu pertama kali beli suka ga yakin, tp ternyata baru sadar klo ini produk branded dan asli indonesia, sukkaa bangeet dan bermanfaat sekalii, bahkan orang banyak ga tau klo ini lebih baik dari pada brand sebelah hihihi"
1504,Pebrian Yonas,5,2020-10-11 08:44:34,"Aplikasinya sangat mudah digunakan, terlebih produk produknya yang bisa bikin seisi rumah jadi smart. 👍"
1505,Rinnn,5,2020-10-11 08:14:27,Mantap!! Bardi buat kerjaan rumah jadi mudah
1506,nama nama,5,2020-10-11 07:58:46,WAH APLIKASINYA BAGUS BANGET!!!!! keren banget bardi meskipun aku baru punya 1 lampu tapi aku suka banget sama produknya bisa pake google assistant juga jadi asik banget. semoga aku bisa dapet 1 lampu dari bardi aku mau banget. 🙏🙏🙏🙏
1507,Budi Purwanto,5,2020-10-11 07:48:22,"Penggunaan mudah dan harga terjangkau. Berawal dari smartplug dan smartbulb, semoga segera menjarah ke CCTV dan wallswitch haha."
1508,aulia ikhtarry,5,2020-10-11 07:40:25,Aplikasi simple dan mudah untuk yang baru mau set up smart home. Smart device bardi makin banyak👏
1509,Winda S.H.,5,2020-10-11 07:28:21,"Siapa yg tau bardi skrng, pasti kareba bardi pada tau smart home semua"
1510,Kennycia Susila Dharma,5,2020-10-11 07:13:59,"Mantaaap produk bardi, semuanya bisa di schedule dan melihat activity dari smartphone saja Dan yang paling penting itu murah loh produknya. Sangat berguna buat orang yang males gerak seperti saya. 😆"
1511,Dwi Agung Tursina,5,2020-10-11 07:12:33,"Decent app..simple dan mudah mengelola smart device kita. Overall, a great home automation app👍"
1512,Dicksena S,5,2020-10-11 07:05:31,Bardi manteb banget... Produk lokal rasa International... Uda pake produk bardi so far hepi banget... Berasa hidup di dunia masa depan... 😍
1513,Paman Be,5,2020-10-11 06:56:43,Kapan lagi semua hal yang ada dirumah bisa dikenadliin. Apalagi product bardi ini gokil abiss. Thank you bardi
1514,Akbar M Faizal,5,2020-10-11 06:50:47,"Aplikasinya user friendly banget, dan produknya yang smart bulb juga enak buat dipake segala hal bisa buat belajar, tidur, dll"
1515,Metta Puspita,5,2020-10-11 06:41:27,Smart app... Friendly user 🥰
1516,Claudia Kaawoan,5,2020-10-11 06:41:26,mantepp aplikasinya lengkap bangett
1517,Naufal Creations,5,2020-10-11 06:33:19,Semenjak pake bardi rumah serasa punya asisten pribadi mirip jarvis mayan bagi kaum rebahan Makin bertambah neh smarthomenya
1518,Siti Nur Inayah,5,2020-10-11 06:16:49,Falling in love with Bardi Smart Home 🥰
1519,Muhammad Hamdan,5,2020-10-11 06:09:41,good product with best price
1520,Adam Maulana Sidik,5,2020-10-11 06:08:18,Best app and smart home device Very recommend
1521,Wita Lidya Putri,5,2020-10-11 06:04:38,"Smarthome for smart people, hidup semakin mudah buat orang yg mager kayak gue hahaha terus berinovasi Bardi, semakin jaya"
1522,Desmita Gunawan,5,2020-10-11 06:03:12,Easy to use for bardi LED strip lamp.. Best and perfect home application. Very recomendation👍
1523,dreprojects,5,2020-10-11 06:02:58,"Produknya bagus, harganya murah, aplikasinya bagus banget mudah dipakainya dan cara caranya semua ada dikasih tau di dalem box. Bardi juga sering adain promo jadi semangat buat belanja 😁 aku pengen give awaynya hehehe makasih bardi indonesia."
1524,Chika Assisi,5,2020-10-11 05:57:28,Baru pake lampunya... Super canggih... Menuju produk Bardi lainnya... Produk lokal tp gak abal2... Yg penting ramah dikantong.. MANTAB!
1525,Arif Bayu,5,2020-10-11 05:52:38,Akhirnya ada produk smart home yang harganya affordable dan kualitasnya juga bagus. Thanks bardi
1526,Ryan Jose Dickson,5,2020-10-11 05:50:51,Mantap banget ekosistemnya Bardi bisa diimplementasikan ke Google Home. Ajib banget dah 😁
1527,Fendy Setiady,5,2020-10-11 05:26:38,"Mantep.. benar2 smarthome.. saya sudah pesan lampu 12w, 9w, IR Remote, Smart breaker, door sensor semua berfungsi dengan baik.. Connect ke google assistant pun juga berfungsi dengan baik.. Sekarang tinggal menunggu kedatangan smart plug, led strip + adaptor nya.. next mau order lampu lagi.. Semoga sukses terus untuk bardi.."
1528,Eric Prawitanto,5,2020-10-11 05:17:09,"Aplikasi kerennn untuk produk yg keren abis.. makasih bardi buat produknya, bikin makin smart rumahnya 😁😁"
1529,Muhammad Irvan,5,2020-10-11 05:15:45,"Mantap, pakai bardi sangat membantu utk keseharian kita, masi pengen beli produk yg lain lagi"
1530,Taufik Nur Hidayat,5,2020-10-11 05:11:08,"Human interface pada aplikasi ini sangat mudah dan nyaman di gunakan, lalu fiturnya juga simple sesuai dengan kebutuhan, bisa atur berdasarkan lokasi, lalu atur timer, life time perangkat, dan bisa juga one touch untuk semua perangkat yang kamu miliki, weeeiii, nagih benerrr"
1531,Melanni Lestari,5,2020-10-11 05:07:23,Aplikasi mudah di pahami dan digunakan. Harga perangkat sangat terjangkau. Semoga aplikasinya selalu di update.
1532,Yupi Santoso,5,2020-10-11 05:01:42,Kualitas barangnya bagus banget dan harganya pas di kantong apalagi aplikasinya top deh
1533,Rindhi Wahyuni,5,2020-10-11 04:58:19,"dengan BARDI semua kalangan bisa merasakan smart home. Perangkat terhubung dengan apps BARDI juga, lebih mudah, lebih kompetibel. thanks BARDI."
1534,eodbme eobdme,5,2020-10-11 04:49:17,"Bardi productnya keren dan bagus banget, kami sudah coba lampu untuk smart homenya. And yes its work and totally amazing. Pelayanannya juga prima dan professional. Bravo bardi!!!"
1535,Nick BOY,5,2020-10-11 04:40:38,Wow keren banget ni app jadi makin smart dah. Topbgt dah.
1536,Rakha Divary,5,2020-10-11 04:37:51,"Sangat mudah dipahami dalam membuat ""tap-to-run"" dan ""automation"""
1537,Alfian Mochammad,5,2020-10-11 04:36:50,Awalnya coba 1 lampu bardi. Ternyata amaze sama terang dan saturasi warnanya bardi. Gegara dapet disc 50rb jadi khilaf 😎.
1538,Adri Susanto,5,2020-10-11 04:35:48,Excellent! apps & servernya stabil banget! mantap dah pokoknya..
1539,koko cade,5,2020-10-11 04:35:11,"Bardi smart home terbaik, selalu nomor satu dj hati kita"
1540,rosa linaka,5,2020-10-11 04:31:54,"Biarin bintang yg berbicara,"
1541,shera sangku,5,2020-10-11 04:28:30,Bardi smart home pertakali membuat saya mencoba smart home terimakasih bardi
1542,Rizka maryana,5,2020-10-11 04:26:20,Smart home? Pasti BARDI lah 😍 Smart lock nya bagus bgt ciyus
1543,Atlantic Leather,5,2020-10-11 04:19:44,"Produk smarthome asli indonesia, easy to use, tampilan aplikasi bagus dan harga terjangkau."
1544,Yunan Setiawan,5,2020-10-11 04:15:11,"Easy to use, tampilan aplikasi keren, harga yg terjangkau dan sering ada promo. Good Job"
1545,Astri Werdiningsih,5,2020-10-11 04:14:07,Good product
1546,rohidin ahmad,5,2020-10-11 04:12:55,Bardi terbaik mengatasi masalah mager wkwkwkwkw
1547,Raisa Angeline,5,2020-10-11 04:06:30,"Bardi terus berkembang, yang selalu mendengarkan saran dr penggunanya"
1548,Bayz Stifler,5,2020-10-11 04:04:21,"Lho yaa barangnya mantab banget, pengoperasian mudah sekali. Thanks bardi"
1549,Nota Bon,5,2020-10-11 03:59:59,"Bardi memang terbaik lah , memang nomor 1 smart home di indonesia"
1550,Muhammad Krisnadi,5,2020-10-11 03:59:40,"Yang ku suka dari Bardi itu Smart Bulb sama interface app nya yang friendly bgt , kalau yang lain harus pake bahasa inggris , bardi bisa bikin skenario pake bahasa indo greget parah, semoga interface UI nya dipercantik lagi biar tambah keren dan tambah gampang untuk setting buat pemula nya"
1551,Budiono Suseno,5,2020-10-11 03:58:30,"Tried 3 items first : smart lamp, smart plug n smart breaker. They work well. All can easily be programmed with either timer, scheduled or weather conditions with a user friendly app. Will definitely use more of these kind of automation for my upcoming new home."
1552,Caroline Louise Oktavius,5,2020-10-11 03:47:33,Aplikasi smart home yang jadi membuat teknologi maju. Update terus ya.
1553,Feby Cintyasari,5,2020-10-11 03:41:22,Bardi makes life easier...love it...thank you Bardi 🥰
1554,Leonardus Himawan,5,2020-10-11 03:39:42,"Bintang 5 buat apps ini, membuat rumah anda menjadi pintar"
1555,koko cece,5,2020-10-11 03:30:49,Bardi smart home selalu update jadi aktif terbaik
1556,Rizwan Maulana,4,2020-10-11 03:21:02,"Applikasi yang memudahkan , sangat seneng bisa mengetahui dan mengenal bardi smart home . Harganya juga sangat terjangkau dan mudah dipergunakan . Semoga kedepannya bardi jauh lebih baik lagi 🌈"
