"","text"
"1368","aasinya ngefreeze  bos ga  live stream    reset ama kali beres    live stream ga  load   koneksi internet udah diganti"
"1369","ntauoll"
"1370","versi     i  bermasalah seinya software   ah scene kadang  jalan  network  bermasalah   lancar   mematikan lamia software    network  hrus  onoff  beberaali    terhkan"
"1371","please make this aor android tv so we can check our cctv from our android tv"
"1372","excellent need more widgets"
"1373","works in tv but didnt works in aircon can change the temture but cannot turn on  turn off the on only  in starway brand aircon this  didnt work well"
"1374","aasi normal"
"1375","after the test app yesterday now i still cannot access mycctv cameras please advice edit  as of dec my cctv cameras in the as still not working"
"1376","good aor customizing my smart lamp"
"1377","infra red remote control cannot be use to control firsthd stb  add a sut for this remote please also create a better ui for the remote"
"1378"," schedule    mode white  mode colorscenemusic nyala lamerubah  white "
"1379","  link  service  google assistant   unlink "
"1380","work smoothly on my samsung mobile e no lem at all"
"1381","versi  kamera bardi   stream  google hub  chromecast     "
"1382","makasih fast resatas keluhan   kasih bintang "
"1383","jd g  connect"
"1384","condition location change arrive or leave  create smart  fungsi samsek  fungsi bahan suhu  sunsetsunrise  yg works"
"1385","anggota keluarga    telecerdas asus max m   memggunakan aasi   artian   join masuk  fitur keluarga   tombol  aasi  ditekan lamidak hiduaumati"
"1386","this is the great uct but olease to decrease your size a mb were too much s"
"1387","today the asuddenly didnt work tried to uninstall and install again when login it said network error disanting"
"1388","kadang cctvnya  load    offline  kabel  dicabut  wifi stabil  mencoba  mereset dll tetasih kendala   semoga kedebisa  diatikan thanks"
"1389","i cant find led strip rgb on my a i already buy an  and led strit i cant find the on to access my led stri the a please answer"
"1390","semenjak ue notifikasi deteksi gerak  cctv static  automation berisik   bunyi sirine tolong aiki     ue"
"1391","cannot schedule turn off w bardi rgb lamen leaving home next button is not working"
"1392","ue   susah  aa  ganti setting ga "
"1393","no issue now is working well  thanks"
"1394","no issues for now great job this as very useful to control your smart home aances"
"1395","   yg smartlife fungsi cuaca  uejadi jadwal otomatis  berjalan"
"1396","ok"
"1397","cant othe aince the last ue"
"1398"," ue  knonnya   banner test  nama aa  testbardi smart home ya"
"1399","good"
"1400","the test badge and text still there on the latest ue you might want to fix that"
"1401","easy to use"
"1402","with this new ue i cant othe anymore thanks guys auild another new anstead solving the lem like you guys did before shameless"
"1403","lot of ntial but wasted"
"1404","makes your life easier"
"1405","the device was working just fine for about  weeks but it keeetected as offline now"
"1406","the alarm to the e sto working i did restart few times and still wont worked please help"
"1407","push notifikasi nya  muncul"
"1408","bintang  kalo udah  link  samsung smartthings biar uk bardi  dikendaliin  galaxy watch emang uk bardi  lamja"
"1409","tried bardi smart breaker and connect to a its connected but cant use its feature like schedule because the acation said aot sut ble device"
"1410","tolong kasih shortcut  control center  smart light biar  langsung control disitu gak u buka aasi kalo  sei   mantap"
"1411"," berhasil ing kamera aasi    diakses   unfortunately bardi has sto aasi    diakses  minimal os lolytetaiatas lolygk  gak kombel   merk hp"
"1412","udah terkonek taak  fitur   aot sut ble device   maksimal fungsinya  mah udah i hagshidroid"
"1413","uncome function button for remote ac but  ide a on to make shortcut in homescreen to the ered device"
"1414","for e the looks are quite good but when i use it in tab samsung tab s lite the looks r very retarderd"
"1415","produk bagus  harga   ramah  kantong"
"1416","bardi mohon  diue  aa   menemukan bug dimana bardi smart lam  router mati  ama kali config  smart lam berhasil nyambung  router  terbaca diaasinya offline   masuk  wifi yg    lam online  mohon   fix"
"1417","ouw maga this is so handsome"
"1418","its ty good actually exceor the automation settings i cant set the lights color so when the automation triggers it will change the color and brightness of the lamen though i turned it on manually"
"1419","e l e"
"1420","uda bagus   deya  oalkan  alatnya  a  saran aja  anya   i mode always on krn tiaose aari endtask bardi nya   close ram  lbh   minimize  i mode always on  kl  mode automaton arrive  leave  kebuka anya uda bbrli d coba ttrus buka anya br  jalan mgkn  dea  ue mode always on ty"
"1421","the acation is easy to use with so many features the uct also have high quality "
"1422"," aasi cctvnya ala   fitur back   tombol  mencean durasi  ala     range   jam  benarbenar    jam semoga   ue   "
"1423","unfortunetly no multi cams dis"
"1424"," beli t security bardi  didalam kotaknya disuruh download smart life sebenernya  aasi   ya   smart life   bardi  sih "
"1425","device    offline  wifi nyala   hdak  wifi yg  device offline  i wifi   online devicenya"
"1426","very good"
"1427","lemot bgt suka error"
"1428","oke sih taasih  pr banget    aiki"
"1429","interface sayang user friendly    ah   taalo  request  next ue  enable warning   matiin smart     walamemudah   klik smart     abtaralain   status flow  ikan listrik  one click tanarning   beresiko    harasa  tambahkan  fitur  "
"1430","most of the feature is working as intended exceor the weather automation this feature sometimes working and sometimes not most of the times the weather data is not accurate when it is raining at my location heavily at that the aeather is showing that the current weather is ly cloudy so the automation was not triggered i will add the remaining  star if this feature is fixed"
"1431","bagus cegam terkoneksi     infrared nya bardi  ac sharfault   derajat ga  turunin   mohon  fixed"
"1432","i tried to reed bardi extension cord after several times it always failed the device blinking lights always turned off by itself durin g ng no lem with wifi another lem i am facing everytime the schedule time or off of the bardi device function as scheduled suddenly my wifi is totally off i had contacted my ip n they have no idea thank you for the mobile number"
"1433","ty good acation for changing my lamlor"
"1434","setting ta run  automatic   tibatiba hilang  aasi suka tibatiba error ga  loading   internet lancar tolong diaiki "
"1435","torkotontaratanya hamsemua devices bardi suka banget  fitur automation nya agi fitur geofencing nya yg bs bikin automation by location otomatis onoff  ngi  rumah  banget thanks bardi indonesia the best smart home devices in indonesia  "
"1436","produknya keren banget  gitu harganya terjangkau nya rekomen banget  yg  "
"1437","halo bardi tkasih   han  terjangkau   bermanfaat    butuh automasi utk ngkat elektronik  rumah pengalaman   lumayan tif  sekedar saran  fitur back im nya mohon disediakan fitur   highlight  timeline rekaman   mode event recording  usernya   menitjam    terekam    erakan sei aetangga  udah    hehe all dbest"
"1438"," offline   connectnya lg susah  wifi aman s mbps"
"1439","ok"
"1440","this is really smart lamawsome"
"1441","i cant connect to all of my device since yesterday it says network error but my internet connection is good"
"1442","i hate this app"
"1443","sebulan   mencoba device  bardi rumah  nya hmm mantaanget lanjutkan o nya bardi"
"1444","keracunan tetangga jd beli  lancar "
"1445","please make a button for straight ong a remote or remote widget seems to be nice"
"1446","easy to use just have some devices smart lamtv and smart ir the best one for me is smart ir this one can change my electronics with an ir sensor become smart great job bardi team"
"1447","asli keren produk bardi gak nyesel beli   kamar gw  tony stark wkwkwk"
"1448","bardi  rumah  ar keren efektif  inovatif"
"1449","bardi  emang okehhh manta"
"1450","bardi  ringan kerjaan "
"1451","great exence with bardi smart home harga  terjangkau  fitur yg keren   mudah  uan  "
"1452","bardiku membuatku membaik banget"
"1453","bardi smart home  hidudi mudah banget"
"1454","bardi bardi bardi best"
"1455","bardi smart home gk ad obat nih"
"1456"," rumah  nyaman"
"1457","  membantu bardi"
"1458","bardi terbaik banget"
"1459"," bardi hidudi berwarna"
"1460","bardi  torbaik"
"1461","produk bardi  futuristic wajib a uknya"
"1462"," keren banget aasinya ah bikin rumahku  smart"
"1463","aasi bagus disertai  hardware ukung  mantap"
"1464","bardi makes life easier best smart home a"
"1465","produk  smarthome   berkualitas   ama kali nyoba smart bulb  langsung nyoba a bardi ternyaat fitur bener bener   berguna banget ga  ganti warma  brightness taita   atur jadwal kalamati  hiduantakoknya"
"1466","fitur     memuaskan  recommended wajib banget  produk iniiii i love this feature so much"
"1467","pagi     bardi"
"1468","produk terbaik  smarthome"
"1469","awall nya nyoba beli  lameryata bagus  mudah  mengatur sesuai     mengatur lamari jarak  mantatur nya  lengkarang kualitas bagus harga terjangkau mntmoga  maju uk bardi"
"1470","bardi is the best uk cctv nya  jernih  berfungsi  dangat   tonget"
"1471","bardi is the best produk lamangat bagus  tinggal bilang  otomatis hiduemoga  berinovasi  bagus"
"1472","aasi smarthome local ama   tau cukuer friendly   membantu mengatasi kemageran  hiduroductnya  t dicoba gak aya silahkan buktikan   semoga bardi   inovasiinovasi  mantaaf  ime  aasinya biar  kece "
"1473","product berkualitas harga miring jaman now mah  otak aja  mesti smart rumah mesti smart donk bardi is the best "
"1474","i love this ai have  devices bardi lights r  and smart breaker i cant wait for other smart devices to have it i can turn on and off devices remotely good job bardi"
"1475"," nyaan ngelantai tinggal suruh aza  hasilnya  bersih bardi  yg terbaik"
"1476","bardi smart home is really reliable   u berlelah lg utk menyaan mengelantai rmh  "
"1477","gak  lawan  uk  ngasih harga terbaik   bener onya"
"1478","uknya  keren harga   bersahabat  kantong"
"1479","gara uk bardi  nyalain tv tinggal ntah i suara aza gk u gerak et remote lg "
"1480","rumah udah serasa markas ironman gara uk bardi bikin nagih rmh jd smart  bs dikontrol  suara"
"1481","gk ah nyesel beli uk bardi mah en nambah "
"1482","gokil  uknya murah t murahan "
"1483"," coba smart bulbnya eh  ketagihan  seisi rmh uk bardi"
"1484","nice aprovide excellence service for those who want to be the next tony stark i do highly recommend to use this app"
"1485","bardi khusus kaum rebahan "
"1486","produknya bagus pengosian  aasi mudah  aasinya mudah dii langsung terkoneksi  mengikuti njuk  kertas petunjuk  beli   uk  dirumah"
"1487","ok a"
"1488"," membantu   affordable iot ny "
"1489"," me lihat bbrs uk smart home  han jatuh  bardi krn  uk nya byk  fitur nya lbh ok dibanding dgn komtor  nya gk nyesel setlh i uk bardi"
"1490","bardi smart home ha dirumah   cctv colokan lamuga gam dii awet   membantu banget agi dikombinasikan  google home sianunggu inovasi uk   tau   xiaomi nya indonesia  eksi   negri amin "
"1491"," rumah toni stark  bardi smarthome"
"1492","bagus  murah aasi nya  menyusahkan  gam  mengerti"
"1493","good acation works well easily can change my lamlor and brightness via this a"
"1494","kerennnn bangettt nich bardiiii   beliiiii uct  lagiiii "
"1495","aasinya  intuitif  ukuknya  ekonomis  canggihcanggih"
"1496","udah beli circuit breaker wall switch  bulb  yg  on the way remote irt  dicobain yg bulbsumkeren bgt sih inibisa set ambience rumahberguna bgt  yg  ninggalin rumahng kantor telatseneng bgt sih  inovasi kyk giniga was rumah gelaat luyalain lampu"
"1497","bardi bener han yg smart   zaman yg serba canggih "
"1498"," better   smart life  smartthings   aances nya banget uk bardi gak nyaru  device merk   enak banget   udah  ekosistem nya bardi "
"1499","bagus banget aasi nya mudah dii barang nya  bagus  amen    ar"
"1500","mantaat generasi rebahan  nyalain lamatiin tv nyalain kidll bsa  tiduran"
"1501"," bardi  aasi nya friendly banget da gt  discount menarik ham hum isi nya bardi  "
"1502","aasinya gam banget    uknya agi  jemn maju  bardi "
"1503","aasi   berguna   bagus  dik  nyalain  matiin lamuga   atur warna kayak  remot gitu   mager   aasi "
"1504","suka bangeet  ama kali beli suka ga  trnyata  sadar klo  uk branded  asli indonesia sukkaa bangeet  bermanfaat sekalii  orang  ga tau klo      brand sebelah hihihi"
"1505","aasinya  mudah   uk uknya   bikin seisi rumah  smart "
"1506","mantabardi  kerjaan rumah  mudah"
"1507"," aplikasinya bagus banget keren banget bardi meskiaku  a  lamaku suka banget  uknya   google assistant   asik banget semoga   da lamari bardi   banget "
"1508","penggunaan mudah  harga terjangkau   smart  smartbulb semoga  menjarah  cctv  wallswitch haha"
"1509","aasi simdan mudah     set uart home smart device bardi  "
"1510","siag tau bardi skrng i kareba bardi  tau smart home "
"1511","mantaaaoduk bardi    schedule   activity  smarte    ng ing  murah loh uknya  berguna  orang  males gerak sei  "
"1512","decent asimdan mudah mengelola smart device  overall a great home automation a"
"1513","bardi manteb banget produk lokal  international uda  uk bardi so far heanget berasa hidu dunia  de "
"1514","kalagi     dirumah  dikenadliin agi uct bardi  gokil abiss thank you bardi"
"1515","aasinya user friendly banget  uknya  smart bulb  enak       belajar tidur dll"
"1516","smart a friendly user "
"1517","manteasinya lengkangett"
"1518","semenjak  bardi rumah serasa a asisten adi mirirvis mayan  kaum rebahan  bertambah neh smarthomenya"
"1519","falling in love with bardi smart home "
"1520","good uct with best e"
"1521","best and smart home device very recommend"
"1522","smarthome for smart le hidumakin mudah  orang yg mager kayak gue hahaha  berinovasi bardi  jaya"
"1523","easy to use for bardi led strimbest and ect home acation very recomendation"
"1524","produknya bagus harganya murah aasinya bagus banget mudah diinya      dikasih tau  dalem box bardi   adain o  semangat  belanja   en give awaynya hehehe makasih bardi indonesia"
"1525","   sucanggih  uk bardi  produk lokal tk abal yg ing ramah dikantong mantab"
"1526","  uk smart home  harganya affordable  kualitasnya  bagus thanks bardi"
"1527","mantanget ekosistemnya bardi  diimentasikan  google home ajib banget dah "
"1528","mantebenar smarthome   n lamw w ir remote smart breaker door sensor  berfungsi   connect  google assistant  berfungsi    tinggal menunggu kedatangan smart  led striada nya next  order lamagi semoga sukses   bardi"
"1529","aasi kerennn  uk yg keren abis makasih bardi  uknya bikin  smart rumahnya "
"1530","mantakai bardi  membantu utk keseharian  masi en beli uk yg  "
"1531","human interface  aasi   mudah  nyaman    fiturnya  simsesuai  kebutuhan  atur berdasarkan lokasi  atur timer life time ngkat    one touch   ngkat   miliki weeeiii nagih benerrr"
"1532","aasi mudah  mi   harga ngkat  terjangkau semoga aasinya   ue"
"1533","kualitas barangnya bagus banget  harganya  kantong agi aasinya "
"1534"," bardi  kalangan  merasakan smart home perangkat terhubung  abardi   mudah  kombel thanks bardi"
"1535","bardi uctnya keren  bagus banget   coba lamntuk smart homenya and yes its work and totally amazing pelayanannya  a  essional bravo bardi"
"1536","wow keren banget ni aadi  smart dah to dah"
"1537"," mudah dimi   tarun  automation"
"1538"," coba  lamardi  amaze  terang  saturasi warnanya bardi gegara dadisc rb  khilaf "
"1539","excellent a servernya stabil banget mantah knya"
"1540","bardi smart home terbaik  nomor  dj hati "
"1541","biarin bintang yg berbicara"
"1542","bardi smart home akali   mencoba smart home terimakasih bardi"
"1543","smart home  bardi   smart lock nya bagus bgt ciyus"
"1544","produk smarthome asli indonesia easy to use tamn aasi bagus  harga terjangkau"
"1545","easy to use tamn aasi keren harga yg terjangkau    o good job"
"1546","good uct"
"1547","bardi terbaik mengatasi  mager wkwkwkwkw"
"1548","bardi  berkembang   mendengarkan saran dr gunanya"
"1549","lho yaa barangnya mantab banget osian mudah  thanks bardi"
"1550","bardi  terbaik    nomor  smart home  indonesia"
"1551"," ku suka  bardi  smart bulb  interface aya  friendly bgt       bahasa inggris  bardi  bikin skenario  bahasa indo greget h semoga interface ui nya diantik  biar  keren   gam  setting  la nya"
"1552","tried  items first  smart lamart  n smart breaker they work well all can easily be rammed with either timer scheduled or weather conditions with a user friendly awill definitely use more of these kind of automation for my uing new home"
"1553","aasi smart home    teknologi maju ue  ya"
"1554","bardi makes life easierlove itthank you bardi "
"1555","bintang   aini  rumah   ar"
"1556","bardi smart home  ue  aktif terbaik"
"1557","akasi  memudahkan   seneng    mengenal bardi smart home  harganya   terjangkau  mudah diunakan  semoga kedeya bardi     "
"1558","akasi  memudahkan   seneng    mengenal bardi smart home  harganya   terjangkau  mudah diunakan  semoga kedeya bardi     "
"1559","bagus banget alatnya   gak  kendala  sangan maukaiannya  ng  suka   udh   voice assistent mantap banget dah pokoknyaa"
"1560","aasi  cukuren    ar dah puas banget"
"1561","yes bardi  emang merek  menyajikan uk uk smart home murah taamurahan bener bener  alaman smart home  nyata   harga  terjangkau again murah taak murahan kereen"
"1562","bagus  smarthome aance  smartlife  user interface nya friendly user "
"1563","produk uk bardi  bagus  harga  terjangkau   rumah  smart lamll  terintegrasi   dikontrol terima kasih  solusi inovatif nya"
"1564","mantanget min  beli yg watt rgbww udah nagih h sih  ganti scene  enak  tidur malem kalo lg mager tinggal  voice  harga yg murah banget  salut "
"1565","bardi smart home gk ad tandingan deh sellau  hati    indonesia tercinta"
"1566"," tis  betah dirumah mantaoduk bardi ng murah taidak murahan"
"1567","bardi  dihati samaun"
"1568","   uk bardi   beli  lengkadi rumah"
"1569","rumah  sei iron man  nih bardi terbaik deh"
"1570","produknya murah  kualitas  keren canggih  aya  memudahkan  tot"
"1571","sumkeren banget udah i bbroduk bardi sei lamd strin smart ir  kontrol    dirumah"
"1572","produk brand lokal kualitas terbaik  harga ng terjangkau produk smart homenya ng hits  bikin betah  rumah  memiliki asisten sekelas jarvis iron man hamsemua uk bardi terkoleksi dirumah sukses  bardi  cian  uk smart home  "
"1573","produk   keren euy  mo nyalain laminggal  ok google turn on the light udah gak khawatir luatiin ac kalo  buru buru i aasinya  sufriendly gam banget nya intinya uk the best  aasi  the best "
"1574"," semberharaa lamg  dikontrol   smarte t harga yg  terjangkau  voila   jawabannya memudahkan bgt  kaum yg     rumah  kaum yg kalo  rumah ennya rebahan    sekedar matiin saklar aja mager aasinya simmudah dimi    yg bikin bangga uk asli indonesia"
"1575","produk bardi smarthome  berkualitas bergaransi  harganya terjangkau semoga bardi  meningkatkan kualitas  menambah uk smarthome  terbaik sukses   bardi indonesia "
"1576","its great a  make for pc"
"1577","user interface  simmembuat aasi  mudah  ditambah  o o cashback menarik   aasi good job bardi"
"1578"," i smart socket bardi sumkeren  dah agi setiaitch  dimatikan  dihidu    via aasi  mengurangi orosan kaian  gak u"
"1579","produk  oke banget  kualitas nomor  aasinya  mantan mudah diosikan "
"1580","mudah  mengerti   kombinasi  uk bardi yg   manta  smarthome  im "
"1581","  hati  i lammarthome bardi"
"1582","uct local terbaik  ngkat smart home  aasi   esay to use  simkita  mengontrol  ngkat bardi    aasi tortokop"
"1583","recomended uct   beli hamsemua uct bardi   smart remote smart breaker smart  camera cctv led strin  berjalan    sim aasinya  ringan   suka buka cctv nya  cedi banding komtior good job bardi"
"1584"," ui  ux aasinya simdan mudah  gunaannya semoga  ue kedeada fitur   aasinya   bikin seneng  rebahan  uk mantakoknya  memudahkan  bikin tis  rebahan   smart light  smart breaker next  nambah smart light  beberauang dirumah terimakasih bardi "
"1585","produk smart home   mudah  diosikan   rumah  mewah terimakasih bardi      produk bardi"
"1586","abardi  dikhususkan  uk bardi    realibilty  mudah  perangkat   rumah ar tersedia  lamctv samfeeder  hewan haraan sukses  bardi semoga   uk lainya terima kasih"
"1587"," mudah   sesuai deskri rumah jd  mewah  ng smart light bulb"
"1588","  lamang  menakjubkan berteknologi modern  dirancang  ilmu etahuan  mum lamang benarbenar kekinian mudah diatur sesuai   bintang     cukutuk menilai  lamengan teknologi  benarbenar menarik    inovasinya sukses   berharamiliki  lamardi   ganti  lamang   setiaangan rumah  very interesting good job bardi "
"1589","best smart home equit  sih  iseng nyoba lamintarnya ga taunya racunnya bardi menjalar samen a  uknya   uknya keren  bikin lik rumah   sei ironman  "
"1590","keren banget  beli lamiar tis eh keterusan beli smart home    door lock door alarm cctv yg  sal bardi  murah bangettt"
"1591","aasi nya keren banget asli ui nya  produk nya no gagal dah iot banget "
"1592","keren sih  aasi"
"1593","berkat bolam bardi w  jd ga u re matikan switchnya  sei kaya ironman "
"1594","aasi nya suka banget ui nya mantaoduk bardi no gagal deh"
"1595","keren aya    mewakili  uk tinggal   ue  mbahan fitur  sei  amart ya  kendor mantap"
"1596"," bardi rumah   er wkwkwk"
"1597","bardi smart home  yg terbaik  hati  smart home"
"1598","thank you for making my life so much easierrrrrr kee urdi  tunggu uct hebat  "
"1599","tetarbaik teta  tetadate "
"1600","gk kuat nih bardi  nomor   hati "
"1601","klau gk ad bardi     smart home terimakasih bardi"
"1602","rumah  berwarna  bardi smart home"
"1603","bardi smart home ama kali  i  mencoba smart home terbaik bardi"
"1604","gak terbayang  bardi  merasakan smart home"
"1605","   tenang menghidu  mematikan ngkat"
"1606","  bardi  ham   bardi memudahkan  tinggal ngomong  hp beres dehh "
"1607","barang  ue    barang    lengkasemua uk bardi"
"1608","bardi smart home  ue    yg terbaik  "
"1609","bagus banget  beli uk smart bulb  buah    mesen  yg "
"1610","  ad beberaerangkat bardi  rumah  tingkatkan  "
"1611","bardi best mengikuti embangan jaman tingkatkan  bardi"
"1612"," knya   bardi wall switch bardi bulb  bardi smart memudah    mengatur lamyalamati   malam tamn aangat   "
"1613"," ironman  sayanya terbaik  bardi"
"1614","bardi   hati"
"1615","seneng banget  bardi tau  aya langsung coba    easy to use semoga     "
"1616","istri  ngenalin  i bardi mantenget uknya  rumah  smart"
"1617","produk bardi mantaudh make dr   gak ngecewain "
"1618","produk bardi ng torkotoamsemua   aasinya   user friendly recommended bgt dah"
"1619","bardi memudahkan gue  kontrol smart home  jarak    u khawatir  ninggal rumah taalam   nyala tinggal kontrol aja  aasinya  gokil banget sih  keren"
"1620","you dont even have smart tv on your category"
"1621","  bagus   dark mode"
"1622","lamlub watt  membantu kalo terbangun   malam   susu  si babydan si baby  ngak takut  kegelaarena   diatur sesuai  tingkat kecerahanmantardi smart home"
"1623","excellent product"
"1624"," bermanfaat sesuai kebutuhan"
"1625"," coba smart light bulb n smart remote ir nya taerasa kaya aeronmen canggih bener haha  nambah uct nya bardi yg   ya"
"1626","barang barangnya keren ga ngecewain   "
"1627","pake bardi serasa   dunia modern cuy"
"1628"," ng mudah  murah bikin rumah  ar  keren thanks bardi  udah ngerasa aman  tenang    rumah   terkontrol  hande "
"1629","best smart home aasy to use with simui work well with bardi led stright and bardi w smart lamp"
"1630","keren bardi rumahku   aman  terschedule lamarasinya berkat bardi sisa robot vacum yg  sy beli  bohlam led striart  smart door sdh terng dirmh terima kasih bardi"
"1631","produk mantang didukung  aasi keren mudah disetting mudah  ntauan menu familier  nggak susah  cari fiturnya user friendly banget  rfull  kontrol uk uk smaet dirumah nggak  bingung  cukuka aasi bardi smart home  dunia  genggaman "
"1632","mudah diosikan   o  beli smart device  ecommerce lumayan hemat"
"1633","produk smarthome  harga terjangkau  kualitas  fitur yg  kalah  uk smarthome  dgn harga yg    semoga kedeya ekosistem bardi smarthome   luas"
"1634","emang da best  uct mauaa cicil   ude rumah  smart home  temen yg keracunin gegara  ud uct bardi semangaaaat  bardi always in control"
"1635","bardi smart home terbaik  rumah  smart     santuy  gk ribet "
"1636","this acation is easy to use same with smart life  tuyasmart and the product of bardis brand are very good quality and i have bought  smart led bulb rgbcct  watt  smart led bulb rgbcct  watt  smart led bulb cct cw ww  watt and  smart breaker "
"1637","gila sih   berasa a jarvis  rumahh  next  lengkadevice "
"1638","  aaberjalan  problem  kendala   home member member daditambahkan  tetaidak  mengakses device meskisudah diijinkan usul mohon  schedulling  lamgb    on off  tetauga han warnanya   jam  malam nyala merah jam   off jam  sore nyala h"
"1639","its perfect if the music mode rgb light bulb can really listen to music beat please fix this  yall can connect the ao sfy music cloud etc to make the color change goes smoother thanks"
"1640","salah  uknya  led stri   aasi nya ga  han device led stri"
"1641","alarm  sensor u delay cukuma  kadang buka abaru bunyi alarmnya  buka unya uda menit   kalo  maling uda keburu ng  malingnya"
"1642"," schedule tambahin range   ga"
"1643","sayangkurang oal bwt tablet ditunggu ue an nya"
"1644","many bug on wifi connection with smart device"
"1645","since ae all bardi device have random disconnect issue"
"1646","gabisa connect ir blaster "
"1647","smart and very useful aesally in indonesiakee the goodwork bardi"
"1648","doesnt integrate well with google home it is very difficult to add a hardware to the google home anot recommended for those with google nest ecosystem at home"
"1649"," smart bulb  fitur ta run  automation mode colour   meskidih mode colour warna lamkan  warna h  warna tetatih   berganti warna  pet feeder    google assistant maugoogle home     ntah yg    google assistant   google home   fitur pet feeder yg     mohon aiki     ue    ubah   stars  beres"
"1650","tambahkan shortcut onoff  home screen android"
"1651","aasinya sdh cukudah utk  saran  tambahkan  aiki  ountuk bahasa  bahasa aasi nya sesuai bahasa default  androidnya"
"1652","berguna  smart home"
"1653","    voice command  suka error coba akun bardinya  link   google assistant cari   internet kalo  google assistant sy gaah    voice command"
"1654","need dark theme"
"1655","the aoesnt link to my lamain after  day of usage"
"1656","bagus  saran mohon ditingkatkan  fitur musiknya   akurat terimakasih"
"1657","good devices but i think it could be better if u can add ability take shortcut for controlling the remote withour navigating from the ato home without using widget otherwise so far so good"
"1658","berfungsi   terima kasih"
"1659","min sebenernya  aasi nya   bardi smart home  aasi smart life"
"1660","kelemahan ip camera indoor   mematikan lamerah nda ir night vision  on  lamerahnya nyala  ip camera diletakkan dekaca  ulan bayangan  mengacaukan ir night vision tolong diaiki     bintang "
"1661","good"
"1662","this is a hard one to review i was so excited until we have a local uct i am all about suting the local business and wish that i could also recommend these to my clients i own a design and build firm fyi however this as not e time ready its counter intuitive i will be contacting the bardi team for list of things to ime as i am a firm believer in suting the local business and really wish for the success of your com until then this is far from ready"
"1663","minor bugs yg  alami  lamarnanya  ga akuratkdg  kehilangan warna kdg  ga bs darna merahhr ni  ga bs darna birupdhl d lingkaran warnanya  pas"
"1664","   ue  ya   notif sei  smartlife atolong diue ya"
"1665","mantagus"
"1666","need imement the ui is too comated and the english language is weird"
"1667","smart living designed brilliantly"
"1668","great a  make schedule for auto on and off with time based since i just found for on feature thanks"
"1669","need to have widget to make it more userfriendly to ote"
"1670"," fix the voice assistant its not working edit  beberaam habis  review langsung daue hihihi  voice assistant nya  "
"1671","    i aasi   ngkat bardi   ngkat nya bagus  recommended banget    aasi bardi smart home nya kalo sems internet koneksi  google home  s  dicoba reconnect  unlink  gak    connect ulang ngkat bayangkan kalo  ngkat betaibet nya  reset ulang  konek   semoga  diaiki ya"
"1672","   semoga kedeya   ue  automation scene  co leisure gorgeous     otomatis scene    "
"1673"," ac sonic  ga  connect  smart ir ya  macem     "
"1674",""
"1675","fitur voice command   "
"1676","khusus imera cctv dibagian alarm schedule nya   berfungsi    setting rentang   menyalakan alarm taetaja alarm berbunyi   merean  notifikasi  masuk"
"1677","voice assitant is not working"
"1678","cheation for home automation works well and they have come ecosystem"
"1679","overall aa bagus taanyak fitur  dihilangkan  zeegbee  camera kenaa"
"1680"," beli bardi   coba rate   sblm lueview keren buatan indonesia"
"1681","  akasi smartlife aedanya ya  dus   scan  suruh download smartlife jd bingung   a"
"1682","add family member bwat  bs akses device yg  en dirasa  membingungkan karna ui and es not user friendly  disayangkan"
"1683","aasi nya oke  fungsional  bagus  kalo  fitur custom scene    seterus nya   save konfigurasi laman diaktifin  ta launch biar gak kalah gtu  uk sebelah semoga ceada ya fitur nya ps ifttt  rencana  disut  gak"
"1684","i dont know why the voice command and the music mode is not working led rgbww w when i start sing its just say sorry we cant undertand that you are saying so  fix this asap"
"1685"," lamering offline ya  wifi "
"1686","i think the widgets size is to big make it smaller so its gonna be better or make the widget available to resize"
"1687","good but can you  add device widget for switching on  off"
"1688"," sharing dg keluarga  ya"
"1689","ah  kontrol  google assistant   lamodel     "
"1690","overall bagus   mbahan anggota keluarga  home  nomer teletaendaftaran akun bardi  i email  settings   menu verifikasi nomer tele  gimana  utk share devicembahan anggota keluarga"
"1691","bardi smart remote   connect  sound jbl  butuh bgt "
"1692"," bardi  gaada han ganti warna ya min"
"1693","kaada ue  ya  beberaefresh   berjalan ditunggu ue nya good job"
"1694","fungsional taasih   u diaiki sei resifitas aasi      sut dark mode"
"1695","smart light nya  mati lamalu nyala    ngikutin schedule yg  terram kecuali  manual tolong  fix"
"1696","  mencoba ntah suara an  aasi bardi      sorry i cant understand what youre saying"
"1697","the music mode is unavailable on my bardi smart lamp"
"1698"," tunggu  sut  samsung smartthings oke  udah sut  bintang  "
"1699","oknice n simui"
"1700","  berhasil install smart remote ir  lamardi  rumah  yg    ntah suara via google asistant aanya on  off  sy coba ntah ganti channel tv  ubah temtur ac via google assistant   yaa mohon  nya     setting nya berhubung buku manual  informasinya"
"1701"," widget tolong  versi simnya   gede banget kalo ng widget ui nya"
"1702","ditunggu kak fitur scene music  bardi  watt"
"1703","  add device uk smart bulb  watt    uk  watt   watt   fix it thanks"
"1704","  tring crash device  double  bertumdengan smart life"
"1705","tolong   sharmote air fier  ir nya"
"1706","tuyabased"
"1707","good abut i cant connect it to my second bardi light"
"1708","beda nya  aasi smart life aa"
"1709","voice command not working"
"1710","unable to connect to my suedly smart light bulb"
"1711","  bagus   saran    ani bekerjasama  ifttt    custom command"
"1712","schedule nya    on off    setting warna mode  kalo schedule   setting warna     bintangnya"
