"","klasifikasi","score","text"
"1143","Positif",1,"the aequires constant restart whenever i od it after i used another and i have to keeis ad when im on music mode  the lights also dont sync really well with the beat and sometimes it delays not sure if thats a lem from the ar not really ho for a stability imement though"
"1144","Netral",0,"membantu mengontrol kaian listrik"
"1145","Netral",0,"please fix automation in when location changes it cannot be set the location stuck at next button"
"1146","Netral",0,"trying to set utomation leave home but after selecting the location i could not continue the ress because the next button didnt work"
"1147","Netral",0,"cant oin miui  android  software issues i guess"
"1148","Netral",0,"good"
"1149","Netral",0,"it work ok all this time exce have my smart breaker that sometime need reconfigure to connect my wifi"
"1150","Netral",0,"would be  star if the aan change the s to fastforward when looking at back video cctv or if we can safe  days or hours video without sing record button and wait until the time we want i hoou understand my english is bad"
"1151","Netral",0,"the bardi smart as good  but  ue the back s setting features we need the faster back s like x x x its very wasting time to watch the whole recording"
"1152","Negatif",-1,"berfungsi  normal  ngkat smart light bulb milik  semoga awet"
"1153","Netral",0,"after i connect my wall switch to the ay   and garden lights are turning off and on randomly and i have to keeitching them on off"
"1154","Netral",0,"the aometimes lagged it keoading but nothing i turned off my internet and turned it back on but its still lagged then i had to restart my e first so i s mins just to change my light this morning please fix this"
"1155","Netral",0,"cool"
"1156","Netral",0,"very good for home use"
"1157","Netral",0,"kirain buatan indonesiatidak tahunya im"
"1158","Positif",1," ditambah  stb evinix h "
"1159","Netral",0,"for the  month light bulb always considered offline unless we othe acannot run automation from widget anymore scheduled automation not triggered because of this already re multitimes"
"1160","Netral",0," out of  times not working cant change brightness"
"1161","Positif",1,"  fitur fast forward    back  cctv   "
"1162","Netral",0,"good enough functionality good i have a request tho  add functionality to create ta run based on current setting in my case i have light bulb and cannot set the color in the ta run menu"
"1163","Netral",0,"why is there a need for registration"
"1164","Positif",1,"with regards to the smart lightbulb the music mode doesnt seem to be able to run in the background even though i have locked the an the ram which i got gbs of please fix this thank you"
"1165","Netral",0,"cool and system"
"1166","Positif",1,"  dark mode utk aasi "
"1167","Netral",0,"soticated"
"1168","Netral",0,"accidentally ued ip camera to the latest firmware and now its motion alert function aently defunct under irlit condition i should buy the new pir sensor i guess because it is what the marketing team want got  bardi devices and managed to set dozens of smart automations using this and found out lately its getting to feel chunky a lil bit when i oload and ote my devices manually through the app"
"1169","Positif",2," tarun mauautomation  pilihan reverse switch  led bulb        pengaturan countdowndelay time   mode slider   sangatsangat sulit "
"1170","Negatif",-1," ue two way talk nya ga   diatur tetaja  bs one way communication tolong  aiki ue "
"1171","Netral",0,"i can control bardi with this a but i cannot integrate with google home"
"1172","Netral",0,"technology bring satisfaction"
"1173","Positif",1,"bagus"
"1174","Netral",0,"amazing"
"1175","Positif",2,"  sungguh mantab"
"1176","Positif",1,"bagus bgt aasi thank youu"
"1177","Netral",0,"good aation"
"1178","Netral",0,"amazing uct"
"1179","Positif",1,"bagus anya"
"1180","Netral",0,"its fast secure excellent services"
"1181","Netral",0,"dentastix tonget"
"1182","Netral",0,"very usefullsleetter with the diffuser "
"1183","Positif",1,"bardi memudah hidup"
"1184","Negatif",-1,"thank you ya"
"1185","Netral",0,"best uct ever"
"1186","Netral",0,"thanks baedi"
"1187","Positif",1,"good design and technology cantik  sim  varian  kegunaannya goodgood"
"1188","Positif",1,"aasinya keren"
"1189","Netral",0,"very comfortable to use"
"1190","Netral",0,"nice"
"1191","Netral",0,"good "
"1192","Netral",0,"nice afor outdoor and indoor cctv"
"1193","Positif",1,"keren  cangih  dikontrol  hp"
"1194","Netral",0,"smart solutiom yg canggih  terjangkau"
"1195","Netral",0,"aemote yg  canggih uk variatif  harga relatif terjangkau"
"1196","Netral",0,"fish feeder cukuaktis utk haraan ikannya"
"1197","Netral",0,"smart home living make everything simand easy"
"1198","Netral",0,"mantap"
"1199","Netral",0,"mantasudah i  ma x kenal nih merk"
"1200","Netral",0,"good a good uct but the timing between music and light color is terrible for me its around  seconds edit also add more scene color  aint enough maybe  color or better infinite"
"1201","Netral",0,"canggih"
"1202","Netral",0,"bardi smart home good app"
"1203","Netral",0,"great ucts n great a useful"
"1204","Netral",0,"good start for iot "
"1205","Netral",0," tertarik dgn cctv"
"1206","Netral",0,"its very cheap"
"1207","Netral",0,"need an added feature of connecting smart device with more than one smarte edit thanks for the rese now i can hardly figure out how to manage smart device to more than one smarte"
"1208","Netral",0," "
"1209","Netral",0,"good app"
"1210","Netral",0,"nice amakes life easier"
"1211","Positif",1,"bardi uk lokal  bagus"
"1212","Netral",0,"  bardi   membantu daily routine and  rumah   nyaman thanks bardi "
"1213","Netral",0,"ive just installed this and its quite hel for me who have the ucts"
"1214","Netral",0,"great item"
"1215","Netral",0,"interface is so boring"
"1216","Netral",0,"good"
"1217","Netral",0,"the as slow resing and cant save anything bad"
"1218","Negatif",-1,"canggih menarik  dicoba"
"1219","Negatif",-1,"  cctv  lamasi  mudah         landscaode   streaming cctv  aasi  berjalan mnt keatas  kamera  blank hitam   halaman fullscreen cctv  restart aasi  berjalan normal "
"1220","Positif",1,"enaknya  liat langsung uknya marketing nya ramah"
"1221","Negatif",-3,"  automation sei  direview orang aasi ga   automation kalo ditinggal otomatis mati kalo  datengin otomatis nyala "
"1222","Positif",3," halama keren taetelah kaian sebulan bardi lamya  banget offline sebulan   kali offline       jam   coba beragam saran  tersedia  faq  forum  ngikutin alaman kai sejenis tetak membaik jarak router  device cuman meter  restart device jutaan kali uninstalledinstalled arestart networking  meskiharganya  bersahabat sayangnya gak seramah   kesehatan mental"
"1223","Negatif",-1,"having serious trouble with smartthings integration i heavily use smartthings with bardi ucts everyday but somehow for the   days it sto working the bardi aant even connect to smartthings and i cant control my devices please fix this asap then i will fix my rating a good uct and averall but this error makes the entire exence unusable and annoying"
"1224","Positif",1,"lock ern dis not visible on dark mode dis"
"1225","Negatif",-1,"  inovatif       notif motion detected ar  user click  notif   nya user langsung diarahkan  back    detik  motion terdeteksi  cctv   menu message alarm  user memilih salah  message alarm cctv aasi langsung membuka back  jam motion tsb ar"
"1226","Netral",0,"the pruduct is very good"
"1227","Netral",0,"sim easy"
"1228","Netral",0,"okesudah i"
"1229","Netral",0,"nice"
"1230","Positif",1," add more feature esally for whitecolor mode selection on schedule"
"1231","Netral",0,"why it doesnt works  disconnected from server"
"1232","Negatif",-1,"aasi  dibuka kadang telat refresh status ngkat onoff tolong diaiki ya"
"1233","Netral",0,"good ano lem at all but can you make some on like scenario or security ile so i can choose how i want to set my security based on ile setting like full armed disarmed armed backyard only armed frontyard only or any custom arming ile its a little difficult to activate and disactivate setting one by one device"
"1234","Netral",0," berguna  yg suka smart home"
"1235","Netral",0,"aasinya mantabs nih simdan memuaskan"
"1236","Netral",0," years after using this google assistant getting worst and cannot conttol how to trun on and off sally the infrared remote"
"1237","Netral",0,"tot"
"1238","Netral",0,"   i ecosystem bardi aini cukumadai taalau  rencana integrasi  samsung smartthings lun aini smartthings    mendeteksi bohlam nya    atuya yg  sei smartlife  globalsuite seamless integration  smartthings"
"1239","Netral",0," cctv  switch on off      tetuntuk led bulb kenaetiati listrik   setingan   schedule  otomatis hilang    lamalam  nyala  jam tamn  aasi bardinya  offline    re ing  konek   bikin schedule    led bulb  buruk "
"1240","Netral",0,"on location changed automation is not working better fix it and i will change the rating later"
"1241","Negatif",-3,"kemaren ganti  aasi smart life      device  offline  google home talo buka abardinya  connecting ulang coba aiki aya  gabisa  ntah suara  always offline"
"1242","Netral",0,"mantap"
"1243","Netral",0,"good"
"1244","Netral",0,"enakan pakai smart life  kebanyakan error aasinya"
"1245","Netral",0,"devicenya cukumbantu taaat   menyalakan ta run  routine  google home tertulis could not reach bardi home   bantu   membeli device bardi  smarthome dadi kontrol  google asisten sehnya"
"1246","Positif",2,"tolong tambahin scene     unit lamgbww  ue aasi  terima kasih"
"1247","Negatif",-2,"ya   ya nya "
"1248","Netral",0,"playback cctv outdoor not smooth  sec lag"
"1249","Netral",0,"really bad video back ormance how come there is no fast back s cant directly download video either ridiculous"
"1250","Positif",1,"aang  membantu rutinitas    countdowns timer nya susah innilai  i sliding coba   form isian nya beraetik terima kasih"
"1251","Netral",0,"good"
"1252","Positif",1," mudah  masukkan aja  device  dgrougi model tree kalo   device digrouevice yg masuk  grouncul terh kesannya   device"
"1253","Netral",0,"i have bardi led light but first i try it not glow but when i try it again it glow so cool"
"1254","Negatif",-2," mati lamidget tarun nya ga    buka aasi manual"
"1255","Netral",0,"good"
"1256","Negatif",-1,"penyimn     katas memory card   berkurang  tetaidak  video   ditaman  dir"
"1257","Netral",0,""
"1258","Positif",1,"the aas easy to use its user friendly for sure i use it only for the smart lamntil it gets offline everyday and i cant even turn on my lam tried the solution on the web still nothing so yeah "
"1259","Netral",0,"error network  try it again  its ha just today yesterday its working fine please fix it"
"1260","Positif",2,"beli lamwatt   ama bagus lancar masuk   lamering offline  aasi   ulang tdk   offline lg l wifi lancar tdk diubah  ragu tdnya  ubah  kamera dr siomay  bardi"
"1261","Negatif",-1,"setialuar jaringan wifiah jaringan  wifi yg konek langsung dg unit unit dianggafline    h   konek trus offline  direset   konek  tetaetialuar jaringan  offline trus fungsi otomatisnya   gagal back to manual"
"1262","Netral",0,"turning onoff lamsing the widget sometimes has a really long delay and the music function doesnt seem to work"
"1263","Netral",0,"i am using event recording i found that the sd card stored video since the storage was used about gb of gb but there is nothing to  when i run back i tried and formated sd card many times and still doesnt work"
"1264","Negatif",-4," bingung  claim garansi wa  jkt disuruh cari collect t terdekat  surabaya  untungnya  dideket rumah langsung contact  drorang  tokonya ga  ribet ditukerin  makasih jp sbybardi  the best"
"1265","Netral",0,"fitur cameranya mohon  ime  notifikasi  motion detektornya   klik  mengarah     gerakan  iew videonya"
"1266","Netral",0,"whats wrong with this a suddenly the automation is not working at all useless"
"1267","Netral",0,"my schedule for bardi smart bulb lamnt functionwork make me turn onoff manualy meanwhile my ewelink my roborock s max  my imart bulb lamrrectly working whats wrong with bardi smart bulb lam "
"1268","Netral",0,"tolong dibuatin widget  kamerabiar g  buka a"
"1269","Netral",0,"mntap"
"1270","Netral",0,"membantubsekali"
"1271","Netral",0,"very user friendly easy and fast setup"
"1272","Positif",4,"automation  fitur location  berjalan aasi stuck disaat memilih lokasi  trigger     memilih lokasi   next tombol next  berwarna biru taetika ditekan   a"
"1273","Netral",0," yg ir tombol more  ac  diy ac maubawaan     ditambah  fitur ac yg ga  diadd  tombol more disana   berfungsi  semestinya rekalo  emg ga   an  mending tombol morenya hilangin aja  ac    gabisa   gaada tombol yg cuman hias doang"
"1274","Netral",0,"i use it for lams great given the e ive to give credit to the aits intuitive and user friendly enough but theres a lem  out of  it failed to register command and shows device offline i need to turn the wifi onoff or restart the a after mostly  or  tries finally get the command working once then it tells me devices offline again i dont mind it has twice or thrice but everyday not unusable but often unreliable"
"1275","Netral",0,"almost ect for better security this ahould iment  factor authentication when signing in to new device whether the fa using one time code sent to users email mobile e or authenticator aitll be disastrous if users bardi account got hacked and the hacker can take over all of the smart home devices on that account"
"1276","Netral",0,"the internet was stable but not ect on use the apps"
"1277","Netral",0,"ac always disconnected when modem restart"
"1278","Netral",0,"cukuas  berharadate  widget  samsung device yg  dinamis sei dark n light theme  by system default  yg    kaku  thanks"
"1279","Netral",0,"lameringan offline  google nest  i aasi  kadang i aasi bardi  offline   sya i lamerk   jaringan yg sma tdak ah seringan offline"
"1280","Netral",0,"using cctv cant jum desired time when using back it says end of video when time bar shows otherwise please add fast forwards selector when back"
"1281","Netral",0,"make life easier but often disconnected"
"1282","Netral",0,"when i try to othis ats always force quitwhy is it ha"
"1283","Netral",0,"aeerashing"
"1284","Netral",0,"good uct"
"1285","Negatif",-2,"mohon mode lihan  countdown  extension power stri smart  automation diubah  bentuk slider  bentuk jam menit  detik bentuk slider  sulit  memsikan  countdown yg  terimakasih"
"1286","Negatif",-4,"  a task   lamw rgb trus  error   reset lamaya eh udah konek task udah susah h   ga   tolong  diudah ganti tasknya    dibilang deleted doang  edit tasknya  bagus    assign task   terbuat  device   biar ga ribet  tolong tambahin feature duate task biar klo  bikin task  ang sequence nya ga ca tolong ux nya  diatikan"
"1287","Negatif",-1," membantu mewujudkan layanan rumah smart home"
"1288","Positif",2,"hallo bardi tolong   fitur back s x x   tanda   gerakan    krusial smentara    uk bardi"
"1289","Netral",0,"its ok"
"1290","Netral",0,"very very useful avery recomended if somebody using bardy iot ecosystem"
"1291","Netral",0,"recommended acations easy to use"
"1292","Netral",0,"bardi stuhome"
"1293","Netral",0,"too bad it doesnt sut ifttt i know i couldve used smartlife but somehow the timing of bardi as just more accurate"
"1294","Netral",0,"need widget sut or button that can be stickied in notification bar for easy turn onoff features"
"1295","Netral",0,"when i used android device and used this aation about  months ago i always got lem with bardi device status connected but cant access by mobile network only by wifi while when used ios this lem does not exist  hel"
"1296","Negatif",-3,"susah connect susah setting lamitaruh diteras tausah connect  wifi yg   meter jaraknya jadwal   gagal  koneksi s"
"1297","Netral",0,"can you make back s cctv more fast"
"1298","Positif",2," suka uk bardi mohon   fitur rateskwh  uk yg memiliki fitur energy monitoring sei smart  terimakasih"
"1299","Positif",1,"barang bagus tamart ir nya   share setting remote      share settingan remote   share   share   akun   setting remote nyasebelumnya otomatis tantah kenaiba "
"1300","Netral",0,"  rgbww controller taengaturan warna rgbww    bersamaan   warna   diatur rgb terh   ww terhsemoga ue      aturan warna  rgb  ww  bersamaan"
"1301","Netral",0,"how to use night vision"
"1302","Netral",0,"ok"
"1303","Negatif",-1,"ga  feedback diaasi  notifikasi  motion sensor   long alert   mode silent getarnya ang x   aja cukuendek x sbnarnya  aja dsetting vibration  long alert  off  notif getar  ek x balasan   mengecek  aasi setting  mematikan vibration  longbell notif   danotif getar x  ms   dihidu longbell nya   danotif x ms ntar ane iki "
"1304","Negatif",-1," cctv kayaknya u fungsi jum time  back s deh  tekan notifikasi alarm kayaknya bagus   langsung jum  alarm nyala instead of buka camera nya aja"
"1305","Netral",0,"two way ser doesnt work"
"1306","Netral",0,"need imement"
"1307","Netral",0,"to"
"1308","Netral",0,"there is firmware ue but always failed when the ess and now i cant ote my cctv because always show the ur doing ue but nothing can do i did reinstall but no works note ue v"
"1309","Netral",0,"cant connect togle home try to register using two different e and different email bardi home install correctly and device can be controller using bardi home abut each time try to link the ao google home the linking ess successfull no error message but device on bardi no shown u google home"
"1310","Negatif",-1,"ue firm ware cctv always request format sd card already contact customer sut and they ose to buy selected brand of sd card why they ose it are there are any otion via bardi from the selected brand its not the solutions and i think what are the different from the brand the main issue not came from hardware but from the firm ware please check it in my oon hardware not de from the brand as your info i am using famous brand"
"1311","Netral",0,"good"
"1312","Netral",0,"ive been using bardi led bulb for years love the uct and setue static outdoor cam lately but it was going awful for the  months i have mbnternet connection which is enough to sut the cam but it always indicates the cam went offline for several hours and back to normal again the router was right behind the window  cam i cant use the onetwowaytalk anymore and i dont know what the causes are because it doesnt have much information on heltegory in the app"
"1313","Netral",0," berjalan normal tada  fitur  wajib    memilih salah  alarm  munculterdeteksi  menu message  langsung diarahkan  back    set  alarm  terdeteksi    scroll   manual   menghabiskan  semoga ue   mengakomodir fitur sei  tks"
"1314","Positif",2,"as laggy music mode is delay add more on in automation to control the colour add more feature mode to control"
"1315","Netral",0,"works just fine"
"1316","Netral",0,"  loading camera tolong  fix "
"1317","Netral",0,"problem solve  lancar  s ultra thanks  aikan nya"
"1318","Positif",1,"tolong tambahin fitur   membuka rekaman  menggeser   keterangan jam  menit  berag digeser tsb"
"1319","Negatif",-2,"  bardi smart  jadwal auto onoff wms  ngkat wifi  teta  jadwal onoff jalan si smart   nyala   yg dii koneksi wifi   mati  smart  memory  jadwal sei  sei merk somai"
"1320","Netral",0,"my choice of iot devices do add more ucts"
"1321","Netral",0,"good hardware mine is rgb led striut the as kinda unresive from time to time"
"1322","Negatif",-2,"overall the as quite good but make the cctv re can be  by x x x or x it will make user be easier to find something also make a feature for readeditdelete caty data on microsd in the cctv for the automation feature  contact sensor to siren alarm make the condition can be like this  if contact sensoron for s then alarm sound so i mean add the timer condition or something like that thank you bardi team"
"1323","Positif",1,"tolong  aiki  aasinyadari ue terbaru   gabisa lihat menu cctv  normalloading "
"1324","Netral",0,"please ime schedule function where we can adjust brightness and color too in led rgb light"
"1325","Netral",0," resif"
"1326","Positif",2,"bardie mantab sangan cctv  swab center sukses ding teknisi  bardiegunaan software mudah"
"1327","Netral",0,"fitur musiknya ga asik"
"1328","Netral",0,"  dihubungkan  google assistant"
"1329","Positif",1," bagus  beberaulan fiturnya gk berjalan normal"
"1330","Positif",1,"semenjak ue  buka kamera muncul establishing encry channel udh  jam didiamkan ga aruh  clear cache  data  klo  ios lancar  bintang  samdiaiki     bintang sorry bardi"
"1331","Netral",0,"smart outdoor static ip camera cannot dis images on the samsung s ultra device"
"1332","Negatif",-1," ue  perangkat bardi   terbaca   reset ulang  tolong aikk"
"1333","Positif",1,"aasi bagus mudah dii taangat sulit    mundur back   menit  range   diebar  mudah    mundur back   menit terima kasih "
"1334","Netral",0,"how can i view from amac if only view with h is useless"
"1335","Netral",0,"keeading to view camera hv waiting for mnt"
"1336","Netral",0,"need to be better integrated with auch as samsung smarthings tuya  smartlife which has the same underlying software has better integration with samsung plus it is better to start certifying bardi devices to form like google home and samsung smarthings"
"1337","Netral",0,"this acation can not be od and oted"
"1338","Netral",0,"can not found bardi led striwhats wrong"
"1339","Negatif",-1,"susah  stream channelnya udah coba  android  ios  aja"
"1340","Netral",0,"good features but need more feature for automation and more sensor device like temture and humidity"
"1341","Netral",0,"got a lem with establishing encryn channel in my outdoor ip cam when i othis aith my samsung galaxy s  solve it"
"1342","Netral",0,"working as exed but it should be nice if we can inexact color like rgb number or hex color code"
"1343","Netral",0,"add more feature"
"1344","Negatif",-1,"nyecan qr code nya susah"
"1345","Netral",0,"i cant download it"
"1346","Positif",1,"hai bardibisa   dis cctv    kamera  tamn debisa  kasih on sam  "
"1347","Negatif",-1,"after uing my air conditioning not working erly"
"1348","Netral",0,"i need change the s for back cctv  develoat tools this is imant when i want to back very westing time to waiting the sus on the screen"
"1349","Positif",1,"ui nya   ue interface nya kecen membuka aasinya  tolong  e memolehkan android  membuka aasi bardi hma  gabisa masuk bardi  force close"
"1350","Netral",0,"sad acation"
"1351","Netral",0," dimudahkan   aasi"
"1352","Netral",0,"working great thank you"
"1353","Netral",0,"i have bardi smart bulb w after  month using now the color can be turn on it just the white and yellow lamat ha  i have try to unistall the aeconect take off than on back the lamt nothing ha to color lamp"
"1354","Netral",0,"great app"
"1355","Netral",0,"connecting the lams  "
"1356","Netral",0,"pleas add fast forwardfast backward in back menu in cctv device its so annoying to scroll second by second to see the back record"
"1357","Netral",0,"widget rese is too slow"
"1358","Netral",0,"really unresive take a long time to get current state of the lamen when connected on same network"
"1359","Netral",0,"playback ip cam mohon  menu memevideo"
"1360","Netral",0,"ah   mengunakan pc la  cctv nya"
"1361","Negatif",-1,"susah ingnya  udah keinstal  offline  restart   tolong  aiki"
"1362","Netral",0,"hohere will be scheduled scene features not just onoff"
"1363","Positif",4,"love the uct tolong aiki   beberaitur    fitur sync lamong su  control  lamebih  bersamaan tanenggunakan tarun  ruangan  i  dri  lam slider flash s   scene tolong  hatkan angka krna sya  ngesync  lamaya  fitur scene music  berjalan   buka aasi halaman music nya no  ng butuh thanks bintang  menyusul"
"1364","Netral",0,"just bought the smart bulb and it couldnt connect at all with the app"
"1365","Negatif",-1," sei  mengontrol beberaamalam  ruangan taekarang    gimana ya"
"1366","Netral",0,"the new ue such a  in the ass you need like have to set  settings just for controlling one light bulb smh"
"1367","Netral",0,"kereennnnnnn"
"1368","Negatif",-1,"aasinya ngefreeze  bos ga  live stream    reset ama kali beres    live stream ga  load   koneksi internet udah diganti"
"1369","Netral",0,"ntauoll"
"1370","Negatif",-4,"versi     i  bermasalah seinya software   ah scene kadang  jalan  network  bermasalah   lancar   mematikan lamia software    network  hrus  onoff  beberaali    terhkan"
"1371","Netral",0,"please make this aor android tv so we can check our cctv from our android tv"
"1372","Netral",0,"excellent need more widgets"
"1373","Netral",0,"works in tv but didnt works in aircon can change the temture but cannot turn on  turn off the on only  in starway brand aircon this  didnt work well"
"1374","Netral",0,"aasi normal"
"1375","Netral",0,"after the test app yesterday now i still cannot access mycctv cameras please advice edit  as of dec my cctv cameras in the as still not working"
"1376","Netral",0,"good aor customizing my smart lamp"
"1377","Netral",0,"infra red remote control cannot be use to control firsthd stb  add a sut for this remote please also create a better ui for the remote"
"1378","Positif",2," schedule    mode white  mode colorscenemusic nyala lamerubah  white "
"1379","Netral",0,"  link  service  google assistant   unlink "
"1380","Netral",0,"work smoothly on my samsung mobile e no lem at all"
"1381","Netral",0,"versi  kamera bardi   stream  google hub  chromecast     "
"1382","Positif",1,"makasih fast resatas keluhan   kasih bintang "
"1383","Netral",0,"jd g  connect"
"1384","Negatif",-1,"condition location change arrive or leave  create smart  fungsi samsek  fungsi bahan suhu  sunsetsunrise  yg works"
"1385","Positif",2,"anggota keluarga    telecerdas asus max m   memggunakan aasi   artian   join masuk  fitur keluarga   tombol  aasi  ditekan lamidak hiduaumati"
"1386","Netral",0,"this is the great uct but olease to decrease your size a mb were too much s"
"1387","Netral",0,"today the asuddenly didnt work tried to uninstall and install again when login it said network error disanting"
"1388","Positif",1,"kadang cctvnya  load    offline  kabel  dicabut  wifi stabil  mencoba  mereset dll tetasih kendala   semoga kedebisa  diatikan thanks"
"1389","Netral",0,"i cant find led strip rgb on my a i already buy an  and led strit i cant find the on to access my led stri the a please answer"
"1390","Netral",0,"semenjak ue notifikasi deteksi gerak  cctv static  automation berisik   bunyi sirine tolong aiki     ue"
"1391","Netral",0,"cannot schedule turn off w bardi rgb lamen leaving home next button is not working"
"1392","Negatif",-3,"ue   susah  aa  ganti setting ga "
"1393","Netral",0,"no issue now is working well  thanks"
"1394","Netral",0,"no issues for now great job this as very useful to control your smart home aances"
"1395","Netral",0,"   yg smartlife fungsi cuaca  uejadi jadwal otomatis  berjalan"
"1396","Netral",0,"ok"
"1397","Netral",0,"cant othe aince the last ue"
"1398","Negatif",-1," ue  knonnya   banner test  nama aa  testbardi smart home ya"
"1399","Netral",0,"good"
"1400","Netral",0,"the test badge and text still there on the latest ue you might want to fix that"
"1401","Netral",0,"easy to use"
"1402","Netral",0,"with this new ue i cant othe anymore thanks guys auild another new anstead solving the lem like you guys did before shameless"
"1403","Netral",0,"lot of ntial but wasted"
"1404","Netral",0,"makes your life easier"
"1405","Netral",0,"the device was working just fine for about  weeks but it keeetected as offline now"
"1406","Negatif",-1,"the alarm to the e sto working i did restart few times and still wont worked please help"
"1407","Netral",0,"push notifikasi nya  muncul"
"1408","Positif",1,"bintang  kalo udah  link  samsung smartthings biar uk bardi  dikendaliin  galaxy watch emang uk bardi  lamja"
"1409","Netral",0,"tried bardi smart breaker and connect to a its connected but cant use its feature like schedule because the acation said aot sut ble device"
"1410","Positif",1,"tolong kasih shortcut  control center  smart light biar  langsung control disitu gak u buka aasi kalo  sei   mantap"
"1411","Positif",3," berhasil ing kamera aasi    diakses   unfortunately bardi has sto aasi    diakses  minimal os lolytetaiatas lolygk  gak kombel   merk hp"
"1412","Positif",1,"udah terkonek taak  fitur   aot sut ble device   maksimal fungsinya  mah udah i hagshidroid"
"1413","Netral",0,"uncome function button for remote ac but  ide a on to make shortcut in homescreen to the ered device"
"1414","Netral",0,"for e the looks are quite good but when i use it in tab samsung tab s lite the looks r very retarderd"
"1415","Positif",1,"produk bagus  harga   ramah  kantong"
"1416","Netral",0,"bardi mohon  diue  aa   menemukan bug dimana bardi smart lam  router mati  ama kali config  smart lam berhasil nyambung  router  terbaca diaasinya offline   masuk  wifi yg    lam online  mohon   fix"
"1417","Netral",0,"ouw maga this is so handsome"
"1418","Netral",0,"its ty good actually exceor the automation settings i cant set the lights color so when the automation triggers it will change the color and brightness of the lamen though i turned it on manually"
"1419","Netral",0,"e l e"
"1420","Positif",4,"uda bagus   deya  oalkan  alatnya  a  saran aja  anya   i mode always on krn tiaose aari endtask bardi nya   close ram  lbh   minimize  i mode always on  kl  mode automaton arrive  leave  kebuka anya uda bbrli d coba ttrus buka anya br  jalan mgkn  dea  ue mode always on ty"
"1421","Netral",0,"the acation is easy to use with so many features the uct also have high quality "
"1422","Positif",1," aasi cctvnya ala   fitur back   tombol  mencean durasi  ala     range   jam  benarbenar    jam semoga   ue   "
"1423","Netral",0,"unfortunetly no multi cams dis"
"1424","Negatif",-1," beli t security bardi  didalam kotaknya disuruh download smart life sebenernya  aasi   ya   smart life   bardi  sih "
"1425","Netral",0,"device    offline  wifi nyala   hdak  wifi yg  device offline  i wifi   online devicenya"
"1426","Netral",0,"very good"
"1427","Negatif",-1,"lemot bgt suka error"
"1428","Positif",1,"oke sih taasih  pr banget    aiki"
"1429","Positif",1,"interface sayang user friendly    ah   taalo  request  next ue  enable warning   matiin smart     walamemudah   klik smart     abtaralain   status flow  ikan listrik  one click tanarning   beresiko    harasa  tambahkan  fitur  "
"1430","Netral",0,"most of the feature is working as intended exceor the weather automation this feature sometimes working and sometimes not most of the times the weather data is not accurate when it is raining at my location heavily at that the aeather is showing that the current weather is ly cloudy so the automation was not triggered i will add the remaining  star if this feature is fixed"
"1431","Positif",1,"bagus cegam terkoneksi     infrared nya bardi  ac sharfault   derajat ga  turunin   mohon  fixed"
"1432","Netral",0,"i tried to reed bardi extension cord after several times it always failed the device blinking lights always turned off by itself durin g ng no lem with wifi another lem i am facing everytime the schedule time or off of the bardi device function as scheduled suddenly my wifi is totally off i had contacted my ip n they have no idea thank you for the mobile number"
"1433","Netral",0,"ty good acation for changing my lamlor"
"1434","Negatif",-1,"setting ta run  automatic   tibatiba hilang  aasi suka tibatiba error ga  loading   internet lancar tolong diaiki "
"1435","Positif",4,"torkotontaratanya hamsemua devices bardi suka banget  fitur automation nya agi fitur geofencing nya yg bs bikin automation by location otomatis onoff  ngi  rumah  banget thanks bardi indonesia the best smart home devices in indonesia  "
"1436","Positif",3,"produknya keren banget  gitu harganya terjangkau nya rekomen banget  yg  "
"1437","Positif",3,"halo bardi tkasih   han  terjangkau   bermanfaat    butuh automasi utk ngkat elektronik  rumah pengalaman   lumayan tif  sekedar saran  fitur back im nya mohon disediakan fitur   highlight  timeline rekaman   mode event recording  usernya   menitjam    terekam    erakan sei aetangga  udah    hehe all dbest"
"1438","Netral",0," offline   connectnya lg susah  wifi aman s mbps"
"1439","Netral",0,"ok"
"1440","Netral",0,"this is really smart lamawsome"
"1441","Netral",0,"i cant connect to all of my device since yesterday it says network error but my internet connection is good"
"1442","Netral",0,"i hate this app"
"1443","Negatif",-1,"sebulan   mencoba device  bardi rumah  nya hmm mantaanget lanjutkan o nya bardi"
"1444","Negatif",-1,"keracunan tetangga jd beli  lancar "
"1445","Netral",0,"please make a button for straight ong a remote or remote widget seems to be nice"
"1446","Netral",0,"easy to use just have some devices smart lamtv and smart ir the best one for me is smart ir this one can change my electronics with an ir sensor become smart great job bardi team"
"1447","Positif",2,"asli keren produk bardi gak nyesel beli   kamar gw  tony stark wkwkwk"
"1448","Positif",1,"bardi  rumah  ar keren efektif  inovatif"
"1449","Netral",0,"bardi  emang okehhh manta"
"1450","Positif",1,"bardi  ringan kerjaan "
"1451","Positif",2,"great exence with bardi smart home harga  terjangkau  fitur yg keren   mudah  uan  "
"1452","Positif",1,"bardiku membuatku membaik banget"
"1453","Positif",1,"bardi smart home  hidudi mudah banget"
"1454","Netral",0,"bardi bardi bardi best"
"1455","Netral",0,"bardi smart home gk ad obat nih"
"1456","Netral",0," rumah  nyaman"
"1457","Netral",0,"  membantu bardi"
"1458","Positif",2,"bardi terbaik banget"
"1459","Positif",1," bardi hidudi berwarna"
"1460","Netral",0,"bardi  torbaik"
"1461","Netral",0,"produk bardi  futuristic wajib a uknya"
